name	chromosome	coord	unique_bcs	gene	orientation	type
chrX:41085851-41086050	chrX	41085851-41086050	78	USP9X	plus	test
chrX:41085901-41086100	chrX	41085901-41086100	222	USP9X	plus	test
chrX:41085951-41086150	chrX	41085951-41086150	154	USP9X	plus	test
chrX:41086001-41086200	chrX	41086001-41086200	69	USP9X	plus	test
chrX:41086051-41086250	chrX	41086051-41086250	110	USP9X	plus	test
chrX:41086101-41086300	chrX	41086101-41086300	85	USP9X	plus	test
chrX:41086151-41086350	chrX	41086151-41086350	86	USP9X	plus	test
chrX:41086201-41086400	chrX	41086201-41086400	137	USP9X	plus	test
chrX:41086251-41086450	chrX	41086251-41086450	100	USP9X	plus	test
chrX:41086301-41086500	chrX	41086301-41086500	23	USP9X	plus	test
chrX:41086401-41086600	chrX	41086401-41086600	0	USP9X	plus	test
chrX:41086451-41086650	chrX	41086451-41086650	106	USP9X	plus	test
chrX:41086501-41086700	chrX	41086501-41086700	92	USP9X	plus	test
chrX:41086551-41086750	chrX	41086551-41086750	80	USP9X	plus	test
chrX:41086601-41086800	chrX	41086601-41086800	82	USP9X	plus	test
chrX:41086651-41086850	chrX	41086651-41086850	110	USP9X	plus	test
chrX:41086701-41086900	chrX	41086701-41086900	104	USP9X	plus	test
chrX:41086751-41086950	chrX	41086751-41086950	115	USP9X	plus	test
chrX:41086801-41087000	chrX	41086801-41087000	62	USP9X	plus	test
chrX:41086851-41087050	chrX	41086851-41087050	80	USP9X	plus	test
chrX:41086901-41087100	chrX	41086901-41087100	60	USP9X	plus	test
chrX:41086951-41087150	chrX	41086951-41087150	85	USP9X	plus	test
chrX:41087001-41087200	chrX	41087001-41087200	49	USP9X	plus	test
chrX:41087051-41087250	chrX	41087051-41087250	105	USP9X	plus	test
chrX:41087101-41087300	chrX	41087101-41087300	66	USP9X	plus	test
chrX:41087151-41087350	chrX	41087151-41087350	93	USP9X	plus	test
chrX:41087201-41087400	chrX	41087201-41087400	85	USP9X	plus	test
chrX:41087251-41087450	chrX	41087251-41087450	63	USP9X	plus	test
chrX:41087301-41087500	chrX	41087301-41087500	71	USP9X	plus	test
chrX:41087351-41087550	chrX	41087351-41087550	50	USP9X	plus	test
chrX:41087401-41087600	chrX	41087401-41087600	60	USP9X	plus	test
chrX:41087451-41087650	chrX	41087451-41087650	73	USP9X	plus	test
chrX:41087501-41087700	chrX	41087501-41087700	84	USP9X	plus	test
chrX:41087551-41087750	chrX	41087551-41087750	97	USP9X	plus	test
chrX:41087601-41087800	chrX	41087601-41087800	33	USP9X	plus	test
chrX:41087651-41087850	chrX	41087651-41087850	109	USP9X	plus	test
chrX:41087701-41087900	chrX	41087701-41087900	89	USP9X	plus	test
chrX:41087751-41087950	chrX	41087751-41087950	59	USP9X	plus	test
chrX:41087801-41088000	chrX	41087801-41088000	78	USP9X	plus	test
chrX:41087851-41088050	chrX	41087851-41088050	130	USP9X	plus	test
chrX:41087901-41088100	chrX	41087901-41088100	153	USP9X	plus	test
chrX:41087951-41088150	chrX	41087951-41088150	119	USP9X	plus	test
chrX:41088001-41088200	chrX	41088001-41088200	96	USP9X	plus	test
chrX:41088051-41088250	chrX	41088051-41088250	146	USP9X	plus	test
chrX:41088101-41088300	chrX	41088101-41088300	96	USP9X	plus	test
chrX:41088151-41088350	chrX	41088151-41088350	56	USP9X	plus	test
chrX:41088201-41088400	chrX	41088201-41088400	62	USP9X	plus	test
chrX:41088251-41088450	chrX	41088251-41088450	74	USP9X	plus	test
chrX:41088301-41088500	chrX	41088301-41088500	92	USP9X	plus	test
chrX:41088351-41088550	chrX	41088351-41088550	68	USP9X	plus	test
chrX:41088401-41088600	chrX	41088401-41088600	60	USP9X	plus	test
chrX:41088451-41088650	chrX	41088451-41088650	77	USP9X	plus	test
chrX:41330524-41330723	chrX	41330524-41330723	112	DDX3X	plus	test
chrX:41330574-41330773	chrX	41330574-41330773	73	DDX3X	plus	test
chrX:41330624-41330823	chrX	41330624-41330823	57	DDX3X	plus	test
chrX:41330674-41330873	chrX	41330674-41330873	43	DDX3X	plus	test
chrX:41330724-41330923	chrX	41330724-41330923	89	DDX3X	plus	test
chrX:41330774-41330973	chrX	41330774-41330973	59	DDX3X	plus	test
chrX:41330824-41331023	chrX	41330824-41331023	62	DDX3X	plus	test
chrX:41330874-41331073	chrX	41330874-41331073	60	DDX3X	plus	test
chrX:41330924-41331123	chrX	41330924-41331123	64	DDX3X	plus	test
chrX:41330974-41331173	chrX	41330974-41331173	73	DDX3X	plus	test
chrX:41331024-41331223	chrX	41331024-41331223	81	DDX3X	plus	test
chrX:41331074-41331273	chrX	41331074-41331273	53	DDX3X	plus	test
chrX:41331124-41331323	chrX	41331124-41331323	84	DDX3X	plus	test
chrX:41331174-41331373	chrX	41331174-41331373	97	DDX3X	plus	test
chrX:41331224-41331423	chrX	41331224-41331423	93	DDX3X	plus	test
chrX:41331274-41331473	chrX	41331274-41331473	58	DDX3X	plus	test
chrX:41331324-41331523	chrX	41331324-41331523	45	DDX3X	plus	test
chrX:41331374-41331573	chrX	41331374-41331573	56	DDX3X	plus	test
chrX:41331424-41331623	chrX	41331424-41331623	34	DDX3X	plus	test
chrX:41331474-41331673	chrX	41331474-41331673	79	DDX3X	plus	test
chrX:41331524-41331723	chrX	41331524-41331723	43	DDX3X	plus	test
chrX:41331574-41331773	chrX	41331574-41331773	112	DDX3X	plus	test
chrX:41331624-41331823	chrX	41331624-41331823	71	DDX3X	plus	test
chrX:41331674-41331873	chrX	41331674-41331873	54	DDX3X	plus	test
chrX:41331724-41331923	chrX	41331724-41331923	80	DDX3X	plus	test
chrX:41331774-41331973	chrX	41331774-41331973	67	DDX3X	plus	test
chrX:41331824-41332023	chrX	41331824-41332023	37	DDX3X	plus	test
chrX:41331874-41332073	chrX	41331874-41332073	40	DDX3X	plus	test
chrX:41331924-41332123	chrX	41331924-41332123	86	DDX3X	plus	test
chrX:41331974-41332173	chrX	41331974-41332173	58	DDX3X	plus	test
chrX:41332024-41332223	chrX	41332024-41332223	61	DDX3X	plus	test
chrX:41332074-41332273	chrX	41332074-41332273	103	DDX3X	plus	test
chrX:41332124-41332323	chrX	41332124-41332323	89	DDX3X	plus	test
chrX:41332174-41332373	chrX	41332174-41332373	80	DDX3X	plus	test
chrX:41332224-41332423	chrX	41332224-41332423	55	DDX3X	plus	test
chrX:41332274-41332473	chrX	41332274-41332473	63	DDX3X	plus	test
chrX:41332324-41332523	chrX	41332324-41332523	79	DDX3X	plus	test
chrX:41332374-41332573	chrX	41332374-41332573	86	DDX3X	plus	test
chrX:41332424-41332623	chrX	41332424-41332623	48	DDX3X	plus	test
chrX:41332474-41332673	chrX	41332474-41332673	55	DDX3X	plus	test
chrX:41332524-41332723	chrX	41332524-41332723	55	DDX3X	plus	test
chrX:41332574-41332773	chrX	41332574-41332773	76	DDX3X	plus	test
chrX:41332624-41332823	chrX	41332624-41332823	58	DDX3X	plus	test
chrX:41332674-41332873	chrX	41332674-41332873	67	DDX3X	plus	test
chrX:41332724-41332923	chrX	41332724-41332923	148	DDX3X	plus	test
chrX:41332774-41332973	chrX	41332774-41332973	83	DDX3X	plus	test
chrX:41332824-41333023	chrX	41332824-41333023	78	DDX3X	plus	test
chrX:41332874-41333073	chrX	41332874-41333073	92	DDX3X	plus	test
chrX:41332924-41333123	chrX	41332924-41333123	96	DDX3X	plus	test
chrX:41332974-41333173	chrX	41332974-41333173	113	DDX3X	plus	test
chrX:41333024-41333223	chrX	41333024-41333223	79	DDX3X	plus	test
chrX:41333074-41333273	chrX	41333074-41333273	63	DDX3X	plus	test
chrX:41333124-41333323	chrX	41333124-41333323	76	DDX3X	plus	test
chrX:41333174-41333373	chrX	41333174-41333373	62	DDX3X	plus	test
chrX:41333224-41333423	chrX	41333224-41333423	139	DDX3X	plus	test
chrX:41333274-41333473	chrX	41333274-41333473	37	DDX3X	plus	test
chrX:41333324-41333523	chrX	41333324-41333523	29	DDX3X	plus	test
chrX:41333374-41333573	chrX	41333374-41333573	119	DDX3X	plus	test
chrX:41333424-41333623	chrX	41333424-41333623	99	DDX3X	plus	test
chrX:41333474-41333673	chrX	41333474-41333673	112	DDX3X	plus	test
chrX:41333524-41333723	chrX	41333524-41333723	48	DDX3X	plus	test
chrX:41333574-41333773	chrX	41333574-41333773	21	DDX3X	plus	test
chrX:41333624-41333823	chrX	41333624-41333823	32	DDX3X	plus	test
chrX:41333674-41333873	chrX	41333674-41333873	114	DDX3X	plus	test
chrX:41333724-41333923	chrX	41333724-41333923	100	DDX3X	plus	test
chrX:41333774-41333973	chrX	41333774-41333973	97	DDX3X	plus	test
chrX:41333824-41334023	chrX	41333824-41334023	75	DDX3X	plus	test
chrX:41333874-41334073	chrX	41333874-41334073	68	DDX3X	plus	test
chrX:41333924-41334123	chrX	41333924-41334123	86	DDX3X	plus	test
chrX:41333974-41334173	chrX	41333974-41334173	109	DDX3X	plus	test
chrX:41334024-41334223	chrX	41334024-41334223	89	DDX3X	plus	test
chrX:41334074-41334273	chrX	41334074-41334273	88	DDX3X	plus	test
chrX:41334124-41334323	chrX	41334124-41334323	71	DDX3X	plus	test
chrX:41334174-41334373	chrX	41334174-41334373	92	DDX3X	plus	test
chrX:41334224-41334423	chrX	41334224-41334423	101	DDX3X	plus	test
chrX:41334274-41334473	chrX	41334274-41334473	127	DDX3X	plus	test
chrX:41334324-41334523	chrX	41334324-41334523	112	DDX3X	plus	test
chrX:41334374-41334573	chrX	41334374-41334573	62	DDX3X	plus	test
chrX:41334424-41334623	chrX	41334424-41334623	103	DDX3X	plus	test
chrX:41334474-41334673	chrX	41334474-41334673	93	DDX3X	plus	test
chrX:41334524-41334723	chrX	41334524-41334723	108	DDX3X	plus	test
chrX:41334574-41334773	chrX	41334574-41334773	104	DDX3X	plus	test
chrX:41334624-41334823	chrX	41334624-41334823	89	DDX3X	plus	test
chrX:41334674-41334873	chrX	41334674-41334873	96	DDX3X	plus	test
chrX:41334724-41334923	chrX	41334724-41334923	77	DDX3X	plus	test
chrX:41334774-41334973	chrX	41334774-41334973	125	DDX3X	plus	test
chrX:41334824-41335023	chrX	41334824-41335023	108	DDX3X	plus	test
chrX:41334874-41335073	chrX	41334874-41335073	67	DDX3X	plus	test
chrX:41335074-41335273	chrX	41335074-41335273	94	DDX3X	plus	test
chrX:41335124-41335323	chrX	41335124-41335323	80	DDX3X	plus	test
chrX:41335174-41335373	chrX	41335174-41335373	70	DDX3X	plus	test
chrX:41335224-41335423	chrX	41335224-41335423	98	DDX3X	plus	test
chrX:41335274-41335473	chrX	41335274-41335473	74	DDX3X	plus	test
chrX:41335324-41335523	chrX	41335324-41335523	116	DDX3X	plus	test
chrX:41335374-41335573	chrX	41335374-41335573	92	DDX3X	plus	test
chrX:41335424-41335623	chrX	41335424-41335623	82	DDX3X	plus	test
chrX:41335474-41335673	chrX	41335474-41335673	53	DDX3X	plus	test
chrX:41335524-41335723	chrX	41335524-41335723	88	DDX3X	plus	test
chrX:41335574-41335773	chrX	41335574-41335773	80	DDX3X	plus	test
chrX:41335624-41335823	chrX	41335624-41335823	56	DDX3X	plus	test
chrX:41335674-41335873	chrX	41335674-41335873	84	DDX3X	plus	test
chrX:41335724-41335923	chrX	41335724-41335923	68	DDX3X	plus	test
chrX:41335774-41335973	chrX	41335774-41335973	82	DDX3X	plus	test
chrX:41335824-41336023	chrX	41335824-41336023	79	DDX3X	plus	test
chrX:41335874-41336073	chrX	41335874-41336073	33	DDX3X	plus	test
chrX:41335924-41336123	chrX	41335924-41336123	101	DDX3X	plus	test
chrX:41335974-41336173	chrX	41335974-41336173	67	DDX3X	plus	test
chrX:41336024-41336223	chrX	41336024-41336223	93	DDX3X	plus	test
chrX:41336074-41336273	chrX	41336074-41336273	106	DDX3X	plus	test
chrX:41336124-41336323	chrX	41336124-41336323	68	DDX3X	plus	test
chrX:41336174-41336373	chrX	41336174-41336373	65	DDX3X	plus	test
chrX:41336224-41336423	chrX	41336224-41336423	47	DDX3X	plus	test
chrX:41336274-41336473	chrX	41336274-41336473	68	DDX3X	plus	test
chrX:41336324-41336523	chrX	41336324-41336523	49	DDX3X	plus	test
chrX:41336374-41336573	chrX	41336374-41336573	83	DDX3X	plus	test
chrX:41336424-41336623	chrX	41336424-41336623	56	DDX3X	plus	test
chrX:41336474-41336673	chrX	41336474-41336673	55	DDX3X	plus	test
chrX:41336524-41336723	chrX	41336524-41336723	62	DDX3X	plus	test
chrX:41336574-41336773	chrX	41336574-41336773	33	DDX3X	plus	test
chrX:41336624-41336823	chrX	41336624-41336823	32	DDX3X	plus	test
chrX:41336674-41336873	chrX	41336674-41336873	62	DDX3X	plus	test
chrX:41336724-41336923	chrX	41336724-41336923	59	DDX3X	plus	test
chrX:41336774-41336973	chrX	41336774-41336973	56	DDX3X	plus	test
chrX:41336824-41337023	chrX	41336824-41337023	44	DDX3X	plus	test
chrX:41336874-41337073	chrX	41336874-41337073	65	DDX3X	plus	test
chrX:41336924-41337123	chrX	41336924-41337123	72	DDX3X	plus	test
chrX:41336974-41337173	chrX	41336974-41337173	119	DDX3X	plus	test
chrX:41337024-41337223	chrX	41337024-41337223	48	DDX3X	plus	test
chrX:41337074-41337273	chrX	41337074-41337273	85	DDX3X	plus	test
chrX:41337124-41337323	chrX	41337124-41337323	81	DDX3X	plus	test
chrX:41337174-41337373	chrX	41337174-41337373	97	DDX3X	plus	test
chrX:41337224-41337423	chrX	41337224-41337423	80	DDX3X	plus	test
chrX:41337274-41337473	chrX	41337274-41337473	84	DDX3X	plus	test
chrX:44871315-44871514	chrX	44871315-44871514	75	KDM6A	plus	test
chrX:44871365-44871564	chrX	44871365-44871564	107	KDM6A	plus	test
chrX:44871415-44871614	chrX	44871415-44871614	51	KDM6A	plus	test
chrX:44871465-44871664	chrX	44871465-44871664	41	KDM6A	plus	test
chrX:44871515-44871714	chrX	44871515-44871714	34	KDM6A	plus	test
chrX:44871565-44871764	chrX	44871565-44871764	66	KDM6A	plus	test
chrX:44871615-44871814	chrX	44871615-44871814	82	KDM6A	plus	test
chrX:44871665-44871864	chrX	44871665-44871864	39	KDM6A	plus	test
chrX:44871715-44871914	chrX	44871715-44871914	49	KDM6A	plus	test
chrX:44871765-44871964	chrX	44871765-44871964	38	KDM6A	plus	test
chrX:44871815-44872014	chrX	44871815-44872014	60	KDM6A	plus	test
chrX:44871865-44872064	chrX	44871865-44872064	32	KDM6A	plus	test
chrX:44871915-44872114	chrX	44871915-44872114	41	KDM6A	plus	test
chrX:44871965-44872164	chrX	44871965-44872164	84	KDM6A	plus	test
chrX:44872015-44872214	chrX	44872015-44872214	91	KDM6A	plus	test
chrX:44872065-44872264	chrX	44872065-44872264	94	KDM6A	plus	test
chrX:44872115-44872314	chrX	44872115-44872314	105	KDM6A	plus	test
chrX:44872165-44872364	chrX	44872165-44872364	57	KDM6A	plus	test
chrX:44872215-44872414	chrX	44872215-44872414	87	KDM6A	plus	test
chrX:44872265-44872464	chrX	44872265-44872464	104	KDM6A	plus	test
chrX:44872315-44872514	chrX	44872315-44872514	131	KDM6A	plus	test
chrX:44872365-44872564	chrX	44872365-44872564	105	KDM6A	plus	test
chrX:44872415-44872614	chrX	44872415-44872614	66	KDM6A	plus	test
chrX:44872465-44872664	chrX	44872465-44872664	100	KDM6A	plus	test
chrX:44872515-44872714	chrX	44872515-44872714	108	KDM6A	plus	test
chrX:44872565-44872764	chrX	44872565-44872764	88	KDM6A	plus	test
chrX:44872715-44872914	chrX	44872715-44872914	24	KDM6A	plus	test
chrX:44872765-44872964	chrX	44872765-44872964	28	KDM6A	plus	test
chrX:44872815-44873014	chrX	44872815-44873014	53	KDM6A	plus	test
chrX:44872865-44873064	chrX	44872865-44873064	125	KDM6A	plus	test
chrX:44872915-44873114	chrX	44872915-44873114	41	KDM6A	plus	test
chrX:44872965-44873164	chrX	44872965-44873164	62	KDM6A	plus	test
chrX:44873015-44873214	chrX	44873015-44873214	64	KDM6A	plus	test
chrX:44873065-44873264	chrX	44873065-44873264	97	KDM6A	plus	test
chrX:44873115-44873314	chrX	44873115-44873314	90	KDM6A	plus	test
chrX:44873165-44873364	chrX	44873165-44873364	63	KDM6A	plus	test
chrX:44873365-44873564	chrX	44873365-44873564	140	KDM6A	plus	test
chrX:44873415-44873614	chrX	44873415-44873614	113	KDM6A	plus	test
chrX:44873465-44873664	chrX	44873465-44873664	75	KDM6A	plus	test
chrX:44873515-44873714	chrX	44873515-44873714	81	KDM6A	plus	test
chrX:44873565-44873764	chrX	44873565-44873764	107	KDM6A	plus	test
chrX:44873615-44873814	chrX	44873615-44873814	69	KDM6A	plus	test
chrX:44873715-44873914	chrX	44873715-44873914	1	KDM6A	plus	test
chrX:44873765-44873964	chrX	44873765-44873964	142	KDM6A	plus	test
chrX:44873815-44874014	chrX	44873815-44874014	67	KDM6A	plus	test
chrX:44873865-44874064	chrX	44873865-44874064	60	KDM6A	plus	test
chrX:44873915-44874114	chrX	44873915-44874114	109	KDM6A	plus	test
chrX:44873965-44874164	chrX	44873965-44874164	115	KDM6A	plus	test
chrX:44874015-44874214	chrX	44874015-44874214	121	KDM6A	plus	test
chrX:44874065-44874264	chrX	44874065-44874264	93	KDM6A	plus	test
chrX:44874115-44874314	chrX	44874115-44874314	106	KDM6A	plus	test
chrX:44874165-44874364	chrX	44874165-44874364	112	KDM6A	plus	test
chrX:44874215-44874414	chrX	44874215-44874414	91	KDM6A	plus	test
chrX:44874265-44874464	chrX	44874265-44874464	65	KDM6A	plus	test
chrX:44874315-44874514	chrX	44874315-44874514	115	KDM6A	plus	test
chrX:44874365-44874564	chrX	44874365-44874564	91	KDM6A	plus	test
chrX:44874415-44874614	chrX	44874415-44874614	110	KDM6A	plus	test
chrX:44874465-44874664	chrX	44874465-44874664	96	KDM6A	plus	test
chrX:44874515-44874714	chrX	44874515-44874714	108	KDM6A	plus	test
chrX:44874565-44874764	chrX	44874565-44874764	93	KDM6A	plus	test
chrX:44874615-44874814	chrX	44874615-44874814	16	KDM6A	plus	test
chrX:44874665-44874864	chrX	44874665-44874864	20	KDM6A	plus	test
chrX:44874715-44874914	chrX	44874715-44874914	23	KDM6A	plus	test
chrX:44874765-44874964	chrX	44874765-44874964	34	KDM6A	plus	test
chrX:44874815-44875014	chrX	44874815-44875014	65	KDM6A	plus	test
chrX:44874865-44875064	chrX	44874865-44875064	48	KDM6A	plus	test
chrX:44874915-44875114	chrX	44874915-44875114	118	KDM6A	plus	test
chrX:44874965-44875164	chrX	44874965-44875164	103	KDM6A	plus	test
chrX:44875015-44875214	chrX	44875015-44875214	62	KDM6A	plus	test
chrX:44875065-44875264	chrX	44875065-44875264	61	KDM6A	plus	test
chrX:44875115-44875314	chrX	44875115-44875314	69	KDM6A	plus	test
chrX:44875165-44875364	chrX	44875165-44875364	55	KDM6A	plus	test
chrX:44875215-44875414	chrX	44875215-44875414	37	KDM6A	plus	test
chrX:44875265-44875464	chrX	44875265-44875464	38	KDM6A	plus	test
chrX:44875315-44875514	chrX	44875315-44875514	54	KDM6A	plus	test
chrX:44875365-44875564	chrX	44875365-44875564	89	KDM6A	plus	test
chrX:44875415-44875614	chrX	44875415-44875614	33	KDM6A	plus	test
chrX:44875465-44875664	chrX	44875465-44875664	47	KDM6A	plus	test
chrX:44875515-44875714	chrX	44875515-44875714	32	KDM6A	plus	test
chrX:44875565-44875764	chrX	44875565-44875764	32	KDM6A	plus	test
chrX:44875615-44875814	chrX	44875615-44875814	61	KDM6A	plus	test
chrX:44875665-44875864	chrX	44875665-44875864	66	KDM6A	plus	test
chrX:44875715-44875914	chrX	44875715-44875914	88	KDM6A	plus	test
chrX:44875765-44875964	chrX	44875765-44875964	64	KDM6A	plus	test
chrX:44875815-44876014	chrX	44875815-44876014	89	KDM6A	plus	test
chrX:44875865-44876064	chrX	44875865-44876064	39	KDM6A	plus	test
chrX:44875915-44876114	chrX	44875915-44876114	30	KDM6A	plus	test
chrX:44875965-44876164	chrX	44875965-44876164	73	KDM6A	plus	test
chrX:44876015-44876214	chrX	44876015-44876214	55	KDM6A	plus	test
chrX:44876065-44876264	chrX	44876065-44876264	67	KDM6A	plus	test
chrX:44876115-44876314	chrX	44876115-44876314	76	KDM6A	plus	test
chrX:44876165-44876364	chrX	44876165-44876364	58	KDM6A	plus	test
chrX:44876215-44876414	chrX	44876215-44876414	70	KDM6A	plus	test
chrX:44876265-44876464	chrX	44876265-44876464	88	KDM6A	plus	test
chrX:44876315-44876514	chrX	44876315-44876514	117	KDM6A	plus	test
chrX:44876365-44876564	chrX	44876365-44876564	102	KDM6A	plus	test
chrX:44876415-44876614	chrX	44876415-44876614	111	KDM6A	plus	test
chrX:53222460-53222659	chrX	53222460-53222659	155	KDM5C	minus	test
chrX:53222510-53222709	chrX	53222510-53222709	80	KDM5C	minus	test
chrX:53222560-53222759	chrX	53222560-53222759	111	KDM5C	minus	test
chrX:53222610-53222809	chrX	53222610-53222809	86	KDM5C	minus	test
chrX:53222660-53222859	chrX	53222660-53222859	98	KDM5C	minus	test
chrX:53222710-53222909	chrX	53222710-53222909	55	KDM5C	minus	test
chrX:53222760-53222959	chrX	53222760-53222959	73	KDM5C	minus	test
chrX:53222810-53223009	chrX	53222810-53223009	75	KDM5C	minus	test
chrX:53222860-53223059	chrX	53222860-53223059	94	KDM5C	minus	test
chrX:53222910-53223109	chrX	53222910-53223109	121	KDM5C	minus	test
chrX:53222960-53223159	chrX	53222960-53223159	160	KDM5C	minus	test
chrX:53223010-53223209	chrX	53223010-53223209	168	KDM5C	minus	test
chrX:53223060-53223259	chrX	53223060-53223259	96	KDM5C	minus	test
chrX:53223110-53223309	chrX	53223110-53223309	122	KDM5C	minus	test
chrX:53223160-53223359	chrX	53223160-53223359	110	KDM5C	minus	test
chrX:53223210-53223409	chrX	53223210-53223409	117	KDM5C	minus	test
chrX:53223260-53223459	chrX	53223260-53223459	67	KDM5C	minus	test
chrX:53223310-53223509	chrX	53223310-53223509	75	KDM5C	minus	test
chrX:53223360-53223559	chrX	53223360-53223559	92	KDM5C	minus	test
chrX:53223410-53223609	chrX	53223410-53223609	72	KDM5C	minus	test
chrX:53223460-53223659	chrX	53223460-53223659	106	KDM5C	minus	test
chrX:53223510-53223709	chrX	53223510-53223709	104	KDM5C	minus	test
chrX:53223560-53223759	chrX	53223560-53223759	68	KDM5C	minus	test
chrX:53223610-53223809	chrX	53223610-53223809	91	KDM5C	minus	test
chrX:53223660-53223859	chrX	53223660-53223859	93	KDM5C	minus	test
chrX:53223710-53223909	chrX	53223710-53223909	74	KDM5C	minus	test
chrX:53223760-53223959	chrX	53223760-53223959	75	KDM5C	minus	test
chrX:53223810-53224009	chrX	53223810-53224009	101	KDM5C	minus	test
chrX:53223860-53224059	chrX	53223860-53224059	101	KDM5C	minus	test
chrX:53223910-53224109	chrX	53223910-53224109	131	KDM5C	minus	test
chrX:53223960-53224159	chrX	53223960-53224159	114	KDM5C	minus	test
chrX:53224010-53224209	chrX	53224010-53224209	73	KDM5C	minus	test
chrX:53224060-53224259	chrX	53224060-53224259	63	KDM5C	minus	test
chrX:53224110-53224309	chrX	53224110-53224309	64	KDM5C	minus	test
chrX:53224160-53224359	chrX	53224160-53224359	48	KDM5C	minus	test
chrX:53224210-53224409	chrX	53224210-53224409	63	KDM5C	minus	test
chrX:53224260-53224459	chrX	53224260-53224459	115	KDM5C	minus	test
chrX:53224310-53224509	chrX	53224310-53224509	58	KDM5C	minus	test
chrX:53224360-53224559	chrX	53224360-53224559	88	KDM5C	minus	test
chrX:53224410-53224609	chrX	53224410-53224609	121	KDM5C	minus	test
chrX:53224460-53224659	chrX	53224460-53224659	68	KDM5C	minus	test
chrX:53224510-53224709	chrX	53224510-53224709	102	KDM5C	minus	test
chrX:53224560-53224759	chrX	53224560-53224759	89	KDM5C	minus	test
chrX:53224610-53224809	chrX	53224610-53224809	156	KDM5C	minus	test
chrX:53224660-53224859	chrX	53224660-53224859	77	KDM5C	minus	test
chrX:53224710-53224909	chrX	53224710-53224909	101	KDM5C	minus	test
chrX:53224760-53224959	chrX	53224760-53224959	107	KDM5C	minus	test
chrX:53224810-53225009	chrX	53224810-53225009	118	KDM5C	minus	test
chrX:53224860-53225059	chrX	53224860-53225059	49	KDM5C	minus	test
chrX:53224910-53225109	chrX	53224910-53225109	70	KDM5C	minus	test
chrX:53224960-53225159	chrX	53224960-53225159	132	KDM5C	minus	test
chrX:53225010-53225209	chrX	53225010-53225209	88	KDM5C	minus	test
chrX:53225060-53225259	chrX	53225060-53225259	77	KDM5C	minus	test
chrX:53225110-53225309	chrX	53225110-53225309	63	KDM5C	minus	test
chrX:53225160-53225359	chrX	53225160-53225359	71	KDM5C	minus	test
chrX:53225210-53225409	chrX	53225210-53225409	73	KDM5C	minus	test
chrX:53225260-53225459	chrX	53225260-53225459	21	KDM5C	minus	test
chrX:53225310-53225509	chrX	53225310-53225509	90	KDM5C	minus	test
chrX:53225360-53225559	chrX	53225360-53225559	97	KDM5C	minus	test
chrX:53225410-53225609	chrX	53225410-53225609	87	KDM5C	minus	test
chrX:53225460-53225659	chrX	53225460-53225659	110	KDM5C	minus	test
chrX:53225510-53225709	chrX	53225510-53225709	89	KDM5C	minus	test
chrX:53225560-53225759	chrX	53225560-53225759	56	KDM5C	minus	test
chrX:53225610-53225809	chrX	53225610-53225809	105	KDM5C	minus	test
chrX:53225660-53225859	chrX	53225660-53225859	92	KDM5C	minus	test
chrX:53225710-53225909	chrX	53225710-53225909	64	KDM5C	minus	test
chrX:53225760-53225959	chrX	53225760-53225959	69	KDM5C	minus	test
chrX:53225810-53226009	chrX	53225810-53226009	55	KDM5C	minus	test
chrX:53225860-53226059	chrX	53225860-53226059	70	KDM5C	minus	test
chrX:6225048-6225247	chrX	6225048-6225247	42	NLGN4X	minus	test
chrX:6225098-6225297	chrX	6225098-6225297	70	NLGN4X	minus	test
chrX:6225148-6225347	chrX	6225148-6225347	33	NLGN4X	minus	test
chrX:6225198-6225397	chrX	6225198-6225397	44	NLGN4X	minus	test
chrX:6225248-6225447	chrX	6225248-6225447	55	NLGN4X	minus	test
chrX:6225298-6225497	chrX	6225298-6225497	75	NLGN4X	minus	test
chrX:6225348-6225547	chrX	6225348-6225547	79	NLGN4X	minus	test
chrX:6225398-6225597	chrX	6225398-6225597	59	NLGN4X	minus	test
chrX:6225448-6225647	chrX	6225448-6225647	62	NLGN4X	minus	test
chrX:6225498-6225697	chrX	6225498-6225697	56	NLGN4X	minus	test
chrX:6225548-6225747	chrX	6225548-6225747	0	NLGN4X	minus	test
chrX:6225598-6225797	chrX	6225598-6225797	17	NLGN4X	minus	test
chrX:6225648-6225847	chrX	6225648-6225847	0	NLGN4X	minus	test
chrX:6225698-6225897	chrX	6225698-6225897	34	NLGN4X	minus	test
chrX:6225748-6225947	chrX	6225748-6225947	65	NLGN4X	minus	test
chrX:6225798-6225997	chrX	6225798-6225997	87	NLGN4X	minus	test
chrX:6225848-6226047	chrX	6225848-6226047	41	NLGN4X	minus	test
chrX:6225898-6226097	chrX	6225898-6226097	38	NLGN4X	minus	test
chrX:6225948-6226147	chrX	6225948-6226147	46	NLGN4X	minus	test
chrX:6225998-6226197	chrX	6225998-6226197	44	NLGN4X	minus	test
chrX:6226048-6226247	chrX	6226048-6226247	74	NLGN4X	minus	test
chrX:6226098-6226297	chrX	6226098-6226297	106	NLGN4X	minus	test
chrX:6226148-6226347	chrX	6226148-6226347	75	NLGN4X	minus	test
chrX:6226198-6226397	chrX	6226198-6226397	106	NLGN4X	minus	test
chrX:6226248-6226447	chrX	6226248-6226447	130	NLGN4X	minus	test
chrX:6226298-6226497	chrX	6226298-6226497	114	NLGN4X	minus	test
chrX:6226348-6226547	chrX	6226348-6226547	112	NLGN4X	minus	test
